,listing_id,date
28,71609,2018-07-14
29,71609,2019-01-06
30,71609,2019-07-27
31,71609,2019-08-11
32,71609,2019-09-07
33,71609,2019-12-01
34,71609,2019-12-07
35,71609,2019-12-24
36,71609,2019-12-28
37,71609,2020-01-17
58,71896,2019-07-20
59,71896,2019-07-28
60,71896,2019-09-23
61,71896,2019-10-13
86,71903,2018-02-28
87,71903,2018-05-22
88,71903,2018-06-30
89,71903,2018-08-27
90,71903,2019-02-09
91,71903,2019-03-17
92,71903,2019-04-01
93,71903,2019-04-28
94,71903,2019-05-29
95,71903,2019-06-21
96,71903,2019-07-05
97,71903,2019-07-08
98,71903,2019-07-22
99,71903,2019-08-15
100,71903,2019-09-09
101,71903,2019-09-19
102,71903,2019-09-21
103,71903,2019-09-22
104,71903,2019-10-21
105,71903,2019-10-23
106,71903,2019-11-17
107,71903,2019-11-26
108,71903,2020-01-09
118,275344,2018-09-13
119,275344,2019-11-28
120,275344,2020-04-05
121,275344,2020-12-27
122,275344,2022-07-09
131,289234,2018-04-29
132,289234,2018-06-18
133,289234,2018-12-28
134,289234,2019-01-01
238,294281,2018-01-14
239,294281,2018-01-17
240,294281,2018-02-11
241,294281,2018-02-28
242,294281,2018-03-06
243,294281,2018-03-29
244,294281,2018-04-04
245,294281,2018-04-30
246,294281,2018-09-17
247,294281,2018-10-08
248,294281,2018-10-20
249,294281,2018-11-24
250,294281,2018-12-29
251,294281,2019-01-26
252,294281,2019-02-12
253,294281,2019-03-04
254,294281,2019-03-24
255,294281,2019-04-25
256,294281,2019-05-05
257,294281,2019-06-29
258,294281,2019-07-22
259,294281,2019-08-22
260,294281,2019-09-05
261,294281,2019-09-22
262,294281,2019-09-25
263,294281,2019-10-24
264,294281,2019-11-06
265,294281,2019-11-16
266,294281,2019-12-08
267,294281,2020-01-21
280,324945,2019-02-02
281,324945,2019-09-28
282,324945,2022-03-06
283,324945,2022-04-04
284,324945,2022-07-25
293,330089,2019-03-02
294,330089,2019-04-27
295,330089,2022-03-03
296,330089,2022-04-05
323,344803,2018-03-16
324,344803,2018-04-05
325,344803,2018-06-12
326,344803,2018-06-20
327,344803,2018-07-30
328,344803,2018-08-08
329,344803,2018-08-27
330,344803,2018-09-02
331,344803,2018-11-04
332,344803,2018-11-19
333,344803,2018-12-15
334,344803,2019-01-04
335,344803,2019-01-21
336,344803,2019-02-11
337,344803,2019-02-23
338,344803,2019-04-05
339,344803,2019-04-19
340,344803,2019-05-26
341,344803,2019-06-03
342,344803,2019-07-08
343,344803,2019-07-20
344,344803,2019-08-11
345,344803,2019-09-05
346,344803,2019-09-09
347,344803,2019-09-21
348,344803,2019-09-30
349,344803,2019-10-19
350,344803,2019-10-28
351,344803,2019-11-08
352,344803,2019-11-14
353,344803,2019-11-27
354,344803,2019-12-16
355,344803,2019-12-29
356,344803,2020-01-02
357,344803,2020-02-10
358,344803,2022-08-26
415,369141,2018-01-14
416,369141,2018-02-20
417,369141,2018-03-12
418,369141,2018-04-08
419,369141,2018-08-04
420,369141,2018-08-20
421,369141,2018-09-05
422,369141,2018-09-16
423,369141,2018-11-22
424,369141,2018-12-04
425,369141,2019-01-07
426,369141,2019-01-13
427,369141,2019-01-20
428,369141,2019-02-09
429,369141,2019-02-17
430,369141,2019-04-28
431,369141,2019-05-02
432,369141,2019-07-10
433,369141,2019-08-25
434,369141,2019-08-31
435,369141,2019-09-23
436,369141,2019-09-26
437,369141,2019-11-03
438,369141,2019-11-29
439,369141,2020-01-04
565,369145,2018-01-04
566,369145,2018-02-07
567,369145,2018-02-14
568,369145,2018-03-08
569,369145,2018-05-01
570,369145,2018-05-23
571,369145,2018-07-01
572,369145,2018-07-21
573,369145,2018-08-07
574,369145,2018-08-13
575,369145,2018-08-19
576,369145,2018-09-09
577,369145,2018-09-17
578,369145,2018-09-24
579,369145,2018-10-02
580,369145,2018-10-08
581,369145,2018-10-15
582,369145,2018-10-20
583,369145,2018-12-28
584,369145,2019-01-14
585,369145,2019-01-21
586,369145,2019-01-24
587,369145,2019-01-31
588,369145,2019-03-11
589,369145,2019-04-02
590,369145,2019-04-19
591,369145,2019-05-05
592,369145,2019-06-22
593,369145,2019-07-19
594,369145,2019-07-21
595,369145,2019-07-28
596,369145,2019-08-15
597,369145,2019-08-19
598,369145,2019-08-30
599,369145,2019-09-21
600,369145,2019-11-23
601,369145,2019-12-03
602,369145,2019-12-16
603,369145,2020-01-01
604,369145,2020-01-10
663,606784,2018-01-01
664,606784,2018-02-04
665,606784,2018-02-08
666,606784,2018-02-17
667,606784,2018-03-03
668,606784,2018-03-24
669,606784,2018-04-16
670,606784,2018-04-19
671,606784,2018-04-25
672,606784,2018-07-15
673,606784,2018-08-10
674,606784,2018-08-21
675,606784,2018-08-30
676,606784,2018-09-01
677,606784,2018-09-15
678,606784,2018-09-21
679,606784,2018-09-24
680,606784,2018-10-03
681,606784,2018-10-11
682,606784,2018-10-24
683,606784,2018-11-05
684,606784,2018-11-20
685,606784,2018-12-16
686,606784,2019-01-11
687,606784,2019-01-19
688,606784,2019-01-27
689,606784,2019-01-30
690,606784,2019-02-04
691,606784,2019-02-07
692,606784,2019-02-24
693,606784,2019-03-10
694,606784,2019-03-20
695,606784,2019-04-11
696,606784,2019-04-12
697,606784,2019-04-20
698,606784,2019-05-12
699,606784,2019-07-14
700,606784,2019-08-10
701,606784,2019-08-19
702,606784,2019-09-04
703,606784,2019-09-09
704,606784,2019-10-04
705,606784,2019-10-06
706,606784,2019-10-06
707,606784,2019-10-20
708,606784,2019-11-06
709,606784,2019-12-30
710,606784,2020-01-28
711,606784,2020-02-07
798,747813,2018-01-05
799,747813,2018-01-09
800,747813,2018-01-18
801,747813,2018-02-15
802,747813,2018-03-01
803,747813,2018-03-11
804,747813,2018-03-31
805,747813,2018-05-04
806,747813,2018-05-25
807,747813,2018-06-08
808,747813,2018-06-10
809,747813,2018-07-19
810,747813,2018-12-07
811,747813,2019-02-27
832,747816,2018-02-02
833,747816,2018-05-04
834,747816,2018-05-21
835,747816,2018-06-10
836,747816,2018-07-19
837,747816,2018-09-14
895,756267,2018-01-01
896,756267,2018-02-15
897,756267,2018-07-18
898,756267,2018-09-18
899,756267,2018-09-30
900,756267,2018-12-20
901,756267,2018-12-26
902,756267,2018-12-28
903,756267,2019-04-21
904,756267,2019-06-23
905,756267,2019-07-26
906,756267,2019-12-13
907,756267,2020-10-12
909,765579,2019-08-11
921,815685,2019-03-09
922,815685,2019-08-16
923,815685,2019-10-10
924,815685,2022-07-16
959,819034,2018-01-11
960,819034,2018-01-15
961,819034,2018-02-09
962,819034,2019-10-02
963,819034,2019-10-07
964,819034,2019-12-25
1030,819044,2018-07-30
1031,819044,2018-10-01
1032,819044,2019-05-27
1033,819044,2020-01-01
1034,819044,2020-01-09
1035,819044,2020-07-12
1037,833289,2019-01-25
1042,881253,2018-03-09
1045,962594,2018-08-12
1046,962594,2018-12-15
1197,982909,2018-01-01
1198,982909,2018-01-07
1199,982909,2018-01-10
1200,982909,2018-01-14
1201,982909,2018-02-16
1202,982909,2018-02-18
1203,982909,2018-02-21
1204,982909,2018-03-01
1205,982909,2018-03-06
1206,982909,2018-03-18
1207,982909,2018-03-23
1208,982909,2018-03-29
1209,982909,2018-04-13
1210,982909,2018-04-15
1211,982909,2018-04-27
1212,982909,2018-05-07
1213,982909,2018-05-16
1214,982909,2018-05-20
1215,982909,2018-05-23
1216,982909,2018-06-05
1217,982909,2018-06-11
1218,982909,2018-06-13
1219,982909,2018-06-24
1220,982909,2018-06-28
1221,982909,2018-07-03
1222,982909,2018-08-02
1223,982909,2018-08-08
1224,982909,2018-08-16
1225,982909,2018-08-19
1226,982909,2018-08-27
1227,982909,2018-08-31
1228,982909,2018-09-15
1229,982909,2018-09-18
1230,982909,2018-09-25
1231,982909,2018-09-29
1232,982909,2018-10-08
1233,982909,2018-10-15
1234,982909,2018-10-22
1235,982909,2018-10-28
1236,982909,2018-11-12
1237,982909,2018-12-04
1238,982909,2018-12-09
1239,982909,2018-12-20
1240,982909,2018-12-24
1241,982909,2019-01-09
1242,982909,2019-01-14
1243,982909,2019-01-21
1244,982909,2019-01-25
1245,982909,2019-01-31
1246,982909,2019-02-07
1247,982909,2019-02-18
1248,982909,2019-02-22
1249,982909,2019-03-01
1250,982909,2019-03-06
1251,982909,2019-03-17
1252,982909,2019-03-31
1253,982909,2019-04-05
1254,982909,2019-04-13
1255,982909,2019-05-11
1256,982909,2019-05-26
1257,982909,2019-06-02
1258,982909,2019-06-11
1259,982909,2019-06-14
1260,982909,2019-06-19
1261,982909,2019-06-22
1262,982909,2019-07-21
1263,982909,2019-07-24
1264,982909,2019-07-30
1265,982909,2019-08-08
1266,982909,2019-08-10
1267,982909,2019-08-16
1268,982909,2019-08-23
1269,982909,2019-08-28
1270,982909,2019-09-03
1271,982909,2019-09-13
1272,982909,2019-09-17
1273,982909,2019-09-23
1274,982909,2019-09-29
1275,982909,2019-10-04
1276,982909,2019-10-11
1277,982909,2019-10-16
1278,982909,2019-10-24
1279,982909,2019-11-18
1280,982909,2019-11-21
1281,982909,2019-11-25
1282,982909,2019-11-30
1283,982909,2019-12-09
1284,982909,2019-12-15
1285,982909,2019-12-27
1286,982909,2020-01-03
1287,982909,2020-01-07
1288,982909,2020-01-16
1289,982909,2020-02-05
1290,982909,2020-02-20
1291,982909,2020-02-23
1292,982909,2020-03-25
1293,982909,2020-07-30
1334,1024986,2018-01-02
1335,1024986,2018-01-09
1336,1024986,2018-01-21
1337,1024986,2018-01-23
1338,1024986,2018-01-27
1339,1024986,2018-01-29
1340,1024986,2018-01-31
1341,1024986,2018-02-02
1342,1024986,2018-02-04
1343,1024986,2018-02-16
1344,1024986,2018-02-22
1345,1024986,2018-02-25
1346,1024986,2018-02-28
1347,1024986,2018-03-03
1348,1024986,2018-03-22
1349,1024986,2018-03-25
1350,1024986,2018-03-26
1351,1024986,2018-03-29
1352,1024986,2018-03-30
1353,1024986,2018-05-02
1354,1024986,2018-05-05
1355,1024986,2018-05-06
1356,1024986,2018-05-09
1357,1024986,2018-05-15
1358,1024986,2018-05-21
1359,1024986,2018-05-24
1360,1024986,2018-06-08
1361,1024986,2018-06-11
1362,1024986,2018-06-12
1363,1024986,2018-06-14
1364,1024986,2018-06-16
1365,1024986,2018-07-03
1366,1024986,2018-07-05
1367,1024986,2018-07-10
1368,1024986,2018-07-19
1369,1024986,2018-07-20
1370,1024986,2018-07-22
1371,1024986,2018-07-27
1372,1024986,2018-07-29
1373,1024986,2018-07-31
1374,1024986,2018-08-05
1375,1024986,2018-08-09
1376,1024986,2018-08-11
1377,1024986,2018-08-20
1378,1024986,2018-08-23
1379,1024986,2018-08-28
1380,1024986,2018-09-05
1381,1024986,2018-09-07
1382,1024986,2018-09-15
1383,1024986,2018-09-17
1384,1024986,2018-09-23
1385,1024986,2018-09-26
1386,1024986,2018-09-29
1387,1024986,2018-10-03
1388,1024986,2018-10-08
1389,1024986,2018-10-16
1390,1024986,2018-10-25
1391,1024986,2018-10-27
1392,1024986,2018-10-29
1393,1024986,2018-11-21
1394,1024986,2018-11-23
1395,1024986,2018-11-29
1396,1024986,2018-12-03
1397,1024986,2018-12-09
1398,1024986,2018-12-13
1399,1024986,2018-12-26
1400,1024986,2019-01-02
1401,1024986,2019-01-06
1402,1024986,2019-01-10
1403,1024986,2019-01-13
1404,1024986,2019-01-15
1405,1024986,2019-01-20
1406,1024986,2019-02-02
1407,1024986,2019-02-06
1408,1024986,2019-02-28
1409,1024986,2019-03-24
1410,1024986,2019-03-28
1411,1024986,2019-03-31
1412,1024986,2019-04-10
1413,1024986,2019-04-21
1414,1024986,2019-04-30
1415,1024986,2019-05-05
1416,1024986,2019-05-15
1417,1024986,2019-05-17
1418,1024986,2019-05-20
1419,1024986,2019-05-28
1420,1024986,2019-06-02
1421,1024986,2019-06-05
1422,1024986,2019-06-06
1423,1024986,2019-06-10
1424,1024986,2019-06-26
1425,1024986,2019-06-27
1426,1024986,2019-07-02
1427,1024986,2019-07-05
1428,1024986,2019-07-07
1429,1024986,2019-07-15
1430,1024986,2019-07-22
1431,1024986,2019-07-27
1432,1024986,2019-07-29
1433,1024986,2019-08-05
1434,1024986,2019-08-09
1435,1024986,2019-08-12
1436,1024986,2019-08-22
1437,1024986,2019-08-26
1438,1024986,2019-08-31
1439,1024986,2019-09-05
1440,1024986,2019-09-14
1441,1024986,2019-09-22
1442,1024986,2019-09-26
1443,1024986,2019-09-28
1444,1024986,2019-10-06
1445,1024986,2019-10-18
1446,1024986,2019-10-22
1447,1024986,2019-10-24
1448,1024986,2019-11-01
1449,1024986,2019-11-12
1450,1024986,2019-11-17
1451,1024986,2019-11-19
1452,1024986,2019-11-29
1453,1024986,2019-12-07
1454,1024986,2019-12-09
1455,1024986,2019-12-12
1456,1024986,2019-12-14
1457,1024986,2020-01-02
1458,1024986,2020-01-10
1459,1024986,2020-01-15
1460,1024986,2020-01-20
1461,1024986,2020-01-22
1462,1024986,2020-01-25
1463,1024986,2020-02-06
1464,1024986,2020-02-08
1465,1024986,2020-02-10
1466,1024986,2020-02-14
1467,1024986,2020-02-20
1468,1024986,2020-03-03
1469,1024986,2020-06-07
1470,1024986,2020-06-19
1471,1024986,2020-07-09
1472,1024986,2020-07-28
1473,1024986,2020-08-05
1474,1024986,2020-08-06
1475,1024986,2020-08-09
1476,1024986,2020-08-10
1477,1024986,2020-08-13
1478,1024986,2020-08-14
1479,1024986,2020-08-17
1480,1024986,2020-08-21
1481,1024986,2020-08-23
1482,1024986,2020-09-11
1483,1024986,2020-09-12
1484,1024986,2020-09-14
1485,1024986,2020-09-27
1486,1024986,2020-10-02
1487,1024986,2020-10-04
1488,1024986,2020-10-05
1489,1024986,2020-10-07
1490,1024986,2020-10-17
1491,1024986,2020-10-18
1492,1024986,2020-10-19
1493,1024986,2020-10-25
1494,1024986,2020-10-28
1495,1024986,2020-11-11
1496,1024986,2020-11-15
1497,1024986,2020-11-21
1498,1024986,2020-11-22
1499,1024986,2020-11-26
1500,1024986,2020-12-01
1501,1024986,2020-12-13
1502,1024986,2020-12-15
1503,1024986,2020-12-19
1504,1024986,2020-12-20
1505,1024986,2020-12-25
1506,1024986,2020-12-26
1507,1024986,2021-01-01
1508,1024986,2021-01-03
1509,1024986,2021-01-10
1510,1024986,2021-01-12
1511,1024986,2021-01-13
1512,1024986,2021-01-16
1513,1024986,2021-01-17
1514,1024986,2021-01-22
1515,1024986,2021-01-25
1516,1024986,2021-02-18
1517,1024986,2021-02-24
1518,1024986,2021-02-27
1519,1024986,2021-03-07
1520,1024986,2021-03-12
1521,1024986,2021-03-20
1522,1024986,2021-03-21
1523,1024986,2021-03-22
1524,1024986,2021-03-24
1525,1024986,2021-03-27
1526,1024986,2021-03-28
1527,1024986,2021-03-29
1528,1024986,2021-04-04
1529,1024986,2021-04-28
1530,1024986,2021-04-29
1531,1024986,2021-06-10
1532,1024986,2021-06-15
1533,1024986,2021-06-22
1534,1024986,2021-06-28
1535,1024986,2021-07-04
1536,1024986,2021-07-10
1537,1024986,2021-07-12
1538,1024986,2021-08-09
1539,1024986,2021-08-14
1540,1024986,2021-09-03
1541,1024986,2021-09-05
1542,1024986,2021-09-08
1543,1024986,2021-09-14
1544,1024986,2021-09-17
1545,1024986,2021-11-27
1546,1024986,2021-12-04
1547,1024986,2021-12-28
1548,1024986,2022-01-05
1549,1024986,2022-01-07
1550,1024986,2022-01-12
1551,1024986,2022-01-14
1567,1495386,2020-09-08
1568,1495386,2021-11-24
1577,1508829,2021-05-23
1578,1615074,2018-03-10
1579,1615074,2018-04-07
1580,1615074,2019-03-02
1581,1615074,2020-07-15
1582,1615074,2021-06-25
1584,1654840,2018-01-02
1645,1678744,2018-01-20
1646,1678744,2018-02-21
1647,1678744,2018-02-24
1648,1678744,2018-03-05
1649,1678744,2018-03-08
1650,1678744,2018-03-10
1651,1678744,2018-03-25
1652,1678744,2018-03-27
1653,1678744,2018-04-04
1654,1678744,2018-04-05
1655,1678744,2018-04-12
1656,1678744,2018-04-16
1657,1678744,2018-04-19
1658,1678744,2018-04-22
1659,1678744,2018-04-23
1660,1678744,2018-04-25
1661,1678744,2018-04-28
1662,1678744,2018-05-05
1663,1678744,2018-05-09
1664,1678744,2018-05-16
1665,1678744,2018-05-19
1666,1678744,2018-05-20
1667,1678744,2018-05-25
1668,1678744,2018-05-27
1669,1678744,2018-06-05
1670,1678744,2018-06-07
1671,1678744,2018-06-10
1672,1678744,2018-06-22
1673,1678744,2018-06-26
1674,1678744,2018-07-02
1675,1678744,2018-07-14
1676,1678744,2018-07-22
1677,1678744,2018-07-29
1678,1678744,2018-08-02
1679,1678744,2018-08-26
1680,1678744,2018-09-16
1681,1678744,2018-09-19
1682,1678744,2018-09-24
1683,1678744,2018-10-12
1684,1678744,2018-10-14
1685,1678744,2018-10-21
1686,1678744,2018-10-28
1687,1678744,2018-11-06
1688,1678744,2018-11-11
1689,1678744,2018-11-20
1690,1678744,2018-11-21
1691,1678744,2018-11-24
1692,1678744,2018-11-25
1693,1678744,2018-11-28
1694,1678744,2018-11-29
1695,1678744,2018-12-12
1696,1678744,2018-12-13
1697,1678744,2018-12-28
1698,1678744,2019-01-09
1699,1678744,2019-01-16
1700,1678744,2019-01-16
1701,1678744,2019-01-24
1702,1678744,2019-02-21
1703,1678744,2019-02-28
1704,1678744,2019-03-04
1705,1678744,2019-03-11
1706,1678744,2019-03-24
1707,1678744,2019-03-31
1708,1678744,2019-04-01
1709,1678744,2019-04-01
1710,1678744,2019-04-18
1711,1678744,2019-04-27
1712,1678744,2019-05-30
1713,1678744,2019-06-15
1714,1678744,2019-06-18
1715,1678744,2019-06-22
1716,1678744,2019-06-30
1717,1678744,2019-07-27
1718,1678744,2019-08-11
1719,1678744,2019-08-27
1720,1678744,2019-08-29
1721,1678744,2019-09-30
1722,1678744,2019-10-07
